policy_id,customer_id,product_id,year,premium,interest_rate,age,income,risk_score,retirement_horizon,product_type,risk_level,avg_return,fee_percent,liquidity
492,325,3,2015,25737.671099019008,0.25,37,42212.960138415845,8,7,indexed,medium,0.05,0.015,medium
493,442,1,2023,33978.443070314985,5.0,38,79567.39875539544,5,8,fixed,low,0.03,0.01,low
494,804,1,2023,31911.73044940096,5.0,36,67561.41592002806,5,25,fixed,low,0.03,0.01,low
495,288,3,2018,14585.26993492831,2.0,41,38097.87896128798,4,36,indexed,medium,0.05,0.015,medium
496,226,2,2016,18979.937198727384,0.5,28,87030.05806912242,6,31,variable,high,0.07,0.025,high
497,64,1,2023,26710.1780491777,5.0,37,20000.0,2,2,fixed,low,0.03,0.01,low
498,967,3,2018,30679.977780589717,2.0,36,52982.30452742002,2,14,indexed,medium,0.05,0.015,medium
499,938,2,2020,29389.694687047922,0.25,50,56422.897569833855,4,33,variable,high,0.07,0.025,high
500,560,3,2015,19361.221671686533,0.25,61,37953.81051517416,6,24,indexed,medium,0.05,0.015,medium
501,714,2,2023,7459.7734757148355,5.0,30,81886.79572805308,7,5,variable,high,0.07,0.025,high
502,498,2,2019,10010.636237544088,2.5,45,72607.84944064113,8,1,variable,high,0.07,0.025,high
503,849,2,2017,22726.33514319414,1.0,43,32572.66263635235,1,34,variable,high,0.07,0.025,high
504,926,2,2018,23422.255794243454,2.0,40,60941.43373615775,7,16,variable,high,0.07,0.025,high
505,917,3,2015,9013.20626565615,0.25,55,55876.303987484745,2,13,indexed,medium,0.05,0.015,medium
506,60,3,2023,20445.696108892716,5.0,52,79546.37032128658,1,12,indexed,medium,0.05,0.015,medium
507,397,3,2022,26312.24356971783,3.0,30,80697.27713546867,6,10,indexed,medium,0.05,0.015,medium
508,257,3,2018,8487.733424928558,2.0,46,89329.114523148,4,5,indexed,medium,0.05,0.015,medium
509,577,3,2016,31049.972018044144,0.5,41,55129.47221629466,9,11,indexed,medium,0.05,0.015,medium
510,239,2,2023,16224.688514401749,5.0,38,82950.7842718779,5,6,variable,high,0.07,0.025,high
511,801,1,2018,32576.131125766507,2.0,71,51668.847403235945,2,7,fixed,low,0.03,0.01,low
512,38,1,2023,14665.475542240994,5.0,36,55716.50925728999,2,25,fixed,low,0.03,0.01,low
513,25,3,2024,9733.74517115821,5.25,47,28157.12944411344,6,19,indexed,medium,0.05,0.015,medium
514,410,3,2017,15418.630101582803,1.0,37,69262.70548482021,7,27,indexed,medium,0.05,0.015,medium
515,461,1,2021,19048.518769226797,0.25,73,75181.80790776794,1,14,fixed,low,0.03,0.01,low
516,571,2,2021,16115.200932285192,0.25,59,55297.47334901777,4,24,variable,high,0.07,0.025,high
517,988,3,2024,17839.985784268865,5.25,66,77156.37683069572,4,37,indexed,medium,0.05,0.015,medium
518,417,2,2018,23339.651496761904,2.0,59,68734.87081566964,5,22,variable,high,0.07,0.025,high
519,357,1,2016,18288.206302036007,0.5,32,51740.16731820512,9,11,fixed,low,0.03,0.01,low
520,383,1,2023,19338.876060479928,5.0,32,55946.31196325778,4,2,fixed,low,0.03,0.01,low
521,809,3,2018,2907.7360079740392,2.0,50,67594.21048469115,5,23,indexed,medium,0.05,0.015,medium
522,158,2,2022,23916.980160104726,3.0,46,80387.7195392042,3,7,variable,high,0.07,0.025,high
523,569,3,2016,19107.96702308332,0.5,46,92840.48430089891,4,24,indexed,medium,0.05,0.015,medium
524,433,1,2022,36102.92980482871,3.0,62,60679.352247029645,9,14,fixed,low,0.03,0.01,low
525,48,2,2024,10604.348327460419,5.25,44,63560.61469358745,6,21,variable,high,0.07,0.025,high
526,328,3,2019,2000.0,2.5,54,48968.7838215198,9,9,indexed,medium,0.05,0.015,medium
527,433,3,2021,26180.68493930042,0.25,62,60679.352247029645,9,14,indexed,medium,0.05,0.015,medium
528,431,3,2021,23465.270183130004,0.25,74,72624.34400990387,9,20,indexed,medium,0.05,0.015,medium
529,56,1,2023,9915.669794688542,5.0,44,58751.76921728769,6,37,fixed,low,0.03,0.01,low
530,577,3,2017,4702.510449959085,1.0,41,55129.47221629466,9,11,indexed,medium,0.05,0.015,medium
531,268,2,2024,35373.9673068429,5.25,36,60791.21516509124,4,34,variable,high,0.07,0.025,high
532,69,3,2018,34141.103906067816,2.0,26,76856.62489456862,9,10,indexed,medium,0.05,0.015,medium
533,728,1,2024,2000.0,5.25,56,46477.785294877416,7,31,fixed,low,0.03,0.01,low
534,902,3,2018,15417.76970743499,2.0,37,77475.43992097591,5,28,indexed,medium,0.05,0.015,medium
535,601,1,2024,36641.92054783899,5.25,73,97799.89794641032,5,9,fixed,low,0.03,0.01,low
536,449,1,2019,15239.374422221332,2.5,33,56990.71200353853,2,15,fixed,low,0.03,0.01,low
537,793,2,2020,15093.877659733473,0.25,42,29413.033589732822,4,19,variable,high,0.07,0.025,high
538,257,2,2017,17172.406723706317,1.0,46,89329.114523148,4,5,variable,high,0.07,0.025,high
539,672,3,2018,8791.030262318407,2.0,33,69017.1373297683,2,31,indexed,medium,0.05,0.015,medium
540,490,1,2017,2952.242557719557,1.0,45,112962.87971506972,4,25,fixed,low,0.03,0.01,low
541,746,1,2016,30525.473107347487,0.5,42,72109.1683364107,4,4,fixed,low,0.03,0.01,low
542,643,2,2024,2000.0,5.25,59,40634.63629262699,9,13,variable,high,0.07,0.025,high
543,49,2,2023,22472.71452108756,5.0,74,62462.12169175218,3,14,variable,high,0.07,0.025,high
544,659,3,2015,28865.794927576495,0.25,69,99066.06511491982,1,5,indexed,medium,0.05,0.015,medium
545,316,1,2016,5487.737010988416,0.5,54,40527.55980768746,7,37,fixed,low,0.03,0.01,low
546,413,2,2022,10757.315974049285,3.0,65,75602.52011747636,3,36,variable,high,0.07,0.025,high
547,434,3,2021,32131.7918839159,0.25,68,63378.452466645496,3,36,indexed,medium,0.05,0.015,medium
548,2,1,2015,25328.9172022704,0.25,29,35308.15108431521,3,30,fixed,low,0.03,0.01,low
549,841,1,2019,13827.142931211129,2.5,69,64506.63777495605,4,35,fixed,low,0.03,0.01,low
550,952,2,2024,32022.49003361171,5.25,31,51156.900595269595,2,33,variable,high,0.07,0.025,high
551,145,3,2020,32065.357234543022,0.25,32,90012.99579466083,5,31,indexed,medium,0.05,0.015,medium
552,956,2,2019,22690.52693015707,2.5,28,57045.559098338475,4,34,variable,high,0.07,0.025,high
553,366,3,2018,10998.39772126337,2.0,63,62835.22071157114,6,19,indexed,medium,0.05,0.015,medium
554,420,1,2015,15865.512965282047,0.25,52,56962.932765470134,7,22,fixed,low,0.03,0.01,low
555,573,3,2021,22863.867439553902,0.25,40,69558.87754667814,5,2,indexed,medium,0.05,0.015,medium
556,785,3,2023,18114.05170852512,5.0,41,62765.96233599822,9,31,indexed,medium,0.05,0.015,medium
557,561,3,2020,29389.571782348514,0.25,71,30364.43389006326,1,14,indexed,medium,0.05,0.015,medium
558,844,3,2017,4702.259198906637,1.0,27,75679.28495778494,1,3,indexed,medium,0.05,0.015,medium
559,444,3,2024,5057.364709337613,5.25,49,93890.23523396994,4,3,indexed,medium,0.05,0.015,medium
560,916,2,2018,21808.711114824324,2.0,43,47966.9519563712,5,30,variable,high,0.07,0.025,high
561,434,3,2024,15084.555861930954,5.25,68,63378.452466645496,3,36,indexed,medium,0.05,0.015,medium
562,643,3,2019,13729.513853022592,2.5,59,40634.63629262699,9,13,indexed,medium,0.05,0.015,medium
563,555,1,2015,2319.432808256028,0.25,49,40785.222433290764,3,20,fixed,low,0.03,0.01,low
564,57,3,2019,20195.45844798182,2.5,54,58689.70981882535,2,18,indexed,medium,0.05,0.015,medium
565,562,1,2015,19472.448919992345,0.25,25,58233.62242375436,1,36,fixed,low,0.03,0.01,low
566,964,2,2023,26534.789819517406,5.0,35,67549.29438107973,3,22,variable,high,0.07,0.025,high
567,977,2,2021,20689.06133120972,0.25,44,77925.67920261214,8,11,variable,high,0.07,0.025,high
568,178,3,2017,18673.95921759503,1.0,59,88145.1795012989,8,20,indexed,medium,0.05,0.015,medium
569,293,2,2023,31770.00636790337,5.0,37,56441.23650016123,1,38,variable,high,0.07,0.025,high
570,46,3,2016,6875.326965514501,0.5,38,53453.59607450287,8,19,indexed,medium,0.05,0.015,medium
571,170,2,2021,25363.892188475762,0.25,70,73696.8547466315,8,31,variable,high,0.07,0.025,high
572,271,3,2023,3288.5283520465127,5.0,53,78766.31431929008,3,31,indexed,medium,0.05,0.015,medium
573,417,3,2020,11616.381199991923,0.25,59,68734.87081566964,5,22,indexed,medium,0.05,0.015,medium
574,848,1,2024,7873.428673766863,5.25,70,68228.96655177181,3,14,fixed,low,0.03,0.01,low
575,139,1,2019,27819.425354519182,2.5,64,63635.29366399526,4,1,fixed,low,0.03,0.01,low
576,247,1,2021,19345.89766404606,0.25,62,34286.35163506646,6,25,fixed,low,0.03,0.01,low
577,148,1,2020,19864.967554070234,0.25,34,54773.418810970645,3,4,fixed,low,0.03,0.01,low
578,230,3,2019,8932.670122705491,2.5,37,21015.374336694695,2,9,indexed,medium,0.05,0.015,medium
579,792,2,2016,17003.065040671107,0.5,73,43352.78571406177,2,17,variable,high,0.07,0.025,high
580,637,3,2022,12365.346966908884,3.0,48,74413.78942388459,7,24,indexed,medium,0.05,0.015,medium
581,704,1,2021,23834.55014854216,0.25,56,57993.80718014894,9,23,fixed,low,0.03,0.01,low
582,374,1,2020,10089.088646683864,0.25,45,32741.771733000503,4,24,fixed,low,0.03,0.01,low
583,80,2,2019,33297.94365205076,2.5,53,20967.856129196945,2,32,variable,high,0.07,0.025,high
584,606,1,2019,3244.195503759056,2.5,71,78488.20374549988,6,20,fixed,low,0.03,0.01,low
585,738,3,2023,11934.801675434386,5.0,37,62430.14593681486,7,31,indexed,medium,0.05,0.015,medium
586,65,3,2015,36772.005099660964,0.25,26,65427.81961995395,7,9,indexed,medium,0.05,0.015,medium
587,88,3,2023,15648.612520379656,5.0,67,40784.07078324846,9,7,indexed,medium,0.05,0.015,medium
588,88,3,2020,6851.213355955881,0.25,67,40784.07078324846,9,7,indexed,medium,0.05,0.015,medium
589,713,3,2018,22190.715625376688,2.0,44,54970.21485017019,3,1,indexed,medium,0.05,0.015,medium
590,726,2,2024,15246.077577854578,5.25,43,52368.58216405953,8,32,variable,high,0.07,0.025,high
591,204,3,2021,11641.297443816942,0.25,41,59629.90793540674,7,22,indexed,medium,0.05,0.015,medium
592,913,1,2023,9041.291892012827,5.0,59,64461.751207609996,8,33,fixed,low,0.03,0.01,low
593,382,1,2019,47683.73605625943,2.5,69,69611.9742587797,5,39,fixed,low,0.03,0.01,low
594,601,1,2019,17484.480998158637,2.5,73,97799.89794641032,5,9,fixed,low,0.03,0.01,low
595,476,1,2022,2000.0,3.0,28,57158.202498206694,3,10,fixed,low,0.03,0.01,low
596,573,2,2021,34937.097590055346,0.25,40,69558.87754667814,5,2,variable,high,0.07,0.025,high
597,783,1,2022,26110.709051105707,3.0,69,51762.90977910465,4,30,fixed,low,0.03,0.01,low
598,606,2,2024,12335.335689802123,5.25,71,78488.20374549988,6,20,variable,high,0.07,0.025,high
599,819,1,2016,10668.809113138583,0.5,37,54236.55707690265,3,13,fixed,low,0.03,0.01,low
600,539,2,2023,26734.727961582306,5.0,52,46449.65856232405,7,30,variable,high,0.07,0.025,high
601,214,2,2017,17530.816725105455,1.0,40,76270.96079941101,1,29,variable,high,0.07,0.025,high
602,74,2,2020,2000.0,0.25,68,47507.9818646332,2,6,variable,high,0.07,0.025,high
603,61,1,2020,37872.39964604669,0.25,50,54778.118030748476,2,6,fixed,low,0.03,0.01,low
604,698,2,2016,15660.09537784043,0.5,70,70984.30365000093,6,21,variable,high,0.07,0.025,high
605,543,3,2021,34955.71736482426,0.25,50,67720.06629919601,9,34,indexed,medium,0.05,0.015,medium
606,219,3,2023,32784.34957965715,5.0,43,57672.18674278447,1,19,indexed,medium,0.05,0.015,medium
607,12,1,2024,9989.904555171857,5.25,49,78414.51025787786,3,28,fixed,low,0.03,0.01,low
608,814,3,2015,30331.89864363148,0.25,31,66473.968840298,1,16,indexed,medium,0.05,0.015,medium
609,415,3,2022,13485.574501363188,3.0,70,66251.24346915486,1,26,indexed,medium,0.05,0.015,medium
610,32,3,2016,2000.0,0.5,25,62875.76019851059,3,34,indexed,medium,0.05,0.015,medium
611,160,1,2015,15754.018339778575,0.25,55,78678.90332203473,9,26,fixed,low,0.03,0.01,low
612,237,1,2022,23976.375017762788,3.0,37,79403.936533706,2,15,fixed,low,0.03,0.01,low
613,739,3,2016,15372.633520036621,0.5,66,70149.08676573081,5,17,indexed,medium,0.05,0.015,medium
614,181,1,2020,16929.516590748986,0.25,47,29076.757607782023,8,9,fixed,low,0.03,0.01,low
615,829,2,2020,31435.66044928613,0.25,60,47033.794597126085,9,37,variable,high,0.07,0.025,high
616,558,3,2019,21064.939802900917,2.5,46,56625.5564360546,8,30,indexed,medium,0.05,0.015,medium
617,341,1,2022,11567.016887150476,3.0,57,52330.77908484693,5,33,fixed,low,0.03,0.01,low
618,458,1,2017,27020.303236673266,1.0,27,55833.21691868889,7,26,fixed,low,0.03,0.01,low
619,80,3,2024,21976.75566954245,5.25,53,20967.856129196945,2,32,indexed,medium,0.05,0.015,medium
620,647,1,2018,2000.0,2.0,30,41448.712942750826,4,33,fixed,low,0.03,0.01,low
621,772,3,2021,24283.529137714486,0.25,38,45219.622060020636,4,5,indexed,medium,0.05,0.015,medium
622,987,1,2021,23918.287077161018,0.25,65,71079.12094164552,3,20,fixed,low,0.03,0.01,low
623,820,2,2022,20201.2112958086,3.0,67,68255.65505647853,5,31,variable,high,0.07,0.025,high
624,759,3,2016,28917.00581069575,0.5,52,67312.97173311809,3,6,indexed,medium,0.05,0.015,medium
625,473,2,2016,13276.064156734978,0.5,44,47854.15630104317,2,20,variable,high,0.07,0.025,high
626,671,3,2018,23364.997888209007,2.0,55,70132.08055003968,1,37,indexed,medium,0.05,0.015,medium
627,715,1,2024,4330.406288326472,5.25,72,68043.85274895444,2,16,fixed,low,0.03,0.01,low
628,112,2,2023,24070.90383398832,5.0,36,66995.95454507245,6,9,variable,high,0.07,0.025,high
629,980,1,2024,39530.59695539896,5.25,49,89916.89835306494,9,19,fixed,low,0.03,0.01,low
630,292,3,2023,10051.436475324588,5.0,39,93169.70083936161,6,11,indexed,medium,0.05,0.015,medium
631,950,3,2018,12401.978680122247,2.0,52,62241.327503564775,1,22,indexed,medium,0.05,0.015,medium
632,822,3,2023,12899.845571084477,5.0,41,81211.84671964734,8,32,indexed,medium,0.05,0.015,medium
633,631,3,2017,21299.982258015953,1.0,60,31422.855269116182,6,33,indexed,medium,0.05,0.015,medium
634,383,3,2019,9369.637271462818,2.5,32,55946.31196325778,4,2,indexed,medium,0.05,0.015,medium
635,17,2,2024,24212.473786909803,5.25,42,67708.65143482524,5,25,variable,high,0.07,0.025,high
636,493,3,2023,28468.39945469165,5.0,39,76552.03952652092,9,8,indexed,medium,0.05,0.015,medium
637,331,1,2020,25343.472134537842,0.25,41,38881.48372978313,4,4,fixed,low,0.03,0.01,low
638,926,2,2017,2315.8457436192766,1.0,40,60941.43373615775,7,16,variable,high,0.07,0.025,high
639,739,1,2024,29951.67665158606,5.25,66,70149.08676573081,5,17,fixed,low,0.03,0.01,low
640,873,3,2023,29373.674142536798,5.0,67,48264.339409810294,9,20,indexed,medium,0.05,0.015,medium
641,486,1,2020,28301.613723463044,0.25,49,81955.44041943266,5,1,fixed,low,0.03,0.01,low
642,406,2,2018,23728.42248655825,2.0,50,68176.98037997483,2,3,variable,high,0.07,0.025,high
643,117,2,2018,22201.89314205133,2.0,53,88682.65446467168,3,21,variable,high,0.07,0.025,high
644,555,2,2022,30323.893981263966,3.0,49,40785.222433290764,3,20,variable,high,0.07,0.025,high
645,880,1,2021,39235.13487603454,0.25,63,33476.03688714231,8,30,fixed,low,0.03,0.01,low
646,115,2,2015,10469.595366351501,0.25,66,40430.87493201586,2,13,variable,high,0.07,0.025,high
647,795,1,2020,30781.253957947716,0.25,50,74029.93736237974,5,29,fixed,low,0.03,0.01,low
648,549,3,2022,19137.829019925473,3.0,63,85372.42049206416,2,23,indexed,medium,0.05,0.015,medium
649,814,3,2017,18703.269479713992,1.0,31,66473.968840298,1,16,indexed,medium,0.05,0.015,medium
650,625,1,2023,4634.693096179617,5.0,68,45571.673005082266,9,19,fixed,low,0.03,0.01,low
651,547,2,2024,17152.10590484605,5.25,54,84505.1747417803,8,21,variable,high,0.07,0.025,high
652,644,1,2016,10027.350420315846,0.5,56,76004.50676002697,5,18,fixed,low,0.03,0.01,low
653,336,1,2020,15361.455704940543,0.25,34,69690.4069095603,7,19,fixed,low,0.03,0.01,low
654,336,1,2015,9018.136162218501,0.25,34,69690.4069095603,7,19,fixed,low,0.03,0.01,low
655,981,3,2016,15510.916126869935,0.5,56,79455.48793250033,8,29,indexed,medium,0.05,0.015,medium
656,922,1,2019,15938.896429765968,2.5,26,88811.70161203758,9,8,fixed,low,0.03,0.01,low
657,889,3,2015,20967.549184388005,0.25,28,44719.084368123134,8,12,indexed,medium,0.05,0.015,medium
658,740,1,2022,3852.50137708669,3.0,27,76715.08027715003,5,11,fixed,low,0.03,0.01,low
659,147,3,2015,5544.818522546766,0.25,54,44613.799510161305,6,23,indexed,medium,0.05,0.015,medium
660,122,1,2023,23619.142707305266,5.0,74,49570.287092884646,1,1,fixed,low,0.03,0.01,low
661,81,1,2024,12025.618829299012,5.25,64,47295.45066941598,6,5,fixed,low,0.03,0.01,low
662,685,2,2017,30745.29790229931,1.0,62,53181.6658781613,3,16,variable,high,0.07,0.025,high
663,666,2,2016,22252.69722015047,0.5,27,76493.34668821123,5,6,variable,high,0.07,0.025,high
664,662,1,2015,26067.621502064074,0.25,56,32050.053521614715,2,7,fixed,low,0.03,0.01,low
665,375,1,2023,34106.92320420895,5.0,64,73980.40617167791,7,6,fixed,low,0.03,0.01,low
666,570,1,2018,16902.891881934273,2.0,62,75072.48570543969,8,13,fixed,low,0.03,0.01,low
667,63,1,2015,14255.132945837242,0.25,37,57578.066230684126,6,30,fixed,low,0.03,0.01,low
668,504,2,2015,28717.025855988133,0.25,72,55536.57657053159,7,39,variable,high,0.07,0.025,high
669,668,3,2021,25095.13563929686,0.25,48,25000.229023526692,9,9,indexed,medium,0.05,0.015,medium
670,449,1,2016,18126.696901786992,0.5,33,56990.71200353853,2,15,fixed,low,0.03,0.01,low
671,428,2,2021,33914.57966955942,0.25,32,48635.89261207181,3,25,variable,high,0.07,0.025,high
672,868,1,2021,17877.556901600696,0.25,69,27924.95888667339,7,21,fixed,low,0.03,0.01,low
673,427,1,2024,20327.736375557815,5.25,36,64992.68951577977,8,37,fixed,low,0.03,0.01,low
674,421,3,2023,20212.226508342585,5.0,25,37206.16589905585,4,5,indexed,medium,0.05,0.015,medium
675,322,1,2021,10654.06105101529,0.25,70,53772.971464479495,5,30,fixed,low,0.03,0.01,low
676,913,1,2015,20775.85389486391,0.25,59,64461.751207609996,8,33,fixed,low,0.03,0.01,low
677,680,3,2022,33967.60177398491,3.0,66,23753.30832458556,7,26,indexed,medium,0.05,0.015,medium
678,166,3,2022,24449.683153761758,3.0,26,60238.56474800314,6,24,indexed,medium,0.05,0.015,medium
679,597,3,2018,20310.634263989316,2.0,59,93259.97873988206,1,30,indexed,medium,0.05,0.015,medium
680,957,3,2022,18382.32718834331,3.0,68,27386.36438151365,2,23,indexed,medium,0.05,0.015,medium
681,649,2,2018,23308.67028406351,2.0,61,34185.64960423176,9,9,variable,high,0.07,0.025,high
682,461,2,2022,27497.66628489185,3.0,73,75181.80790776794,1,14,variable,high,0.07,0.025,high
683,459,2,2019,26092.38830889753,2.5,51,78192.42262838013,6,13,variable,high,0.07,0.025,high
684,189,1,2018,16681.35138178021,2.0,33,92367.62657695671,8,21,fixed,low,0.03,0.01,low
685,464,3,2020,23247.815941101144,0.25,36,66838.10042530941,1,30,indexed,medium,0.05,0.015,medium
686,912,3,2016,24799.397411482787,0.5,55,36730.767362000166,3,32,indexed,medium,0.05,0.015,medium
687,379,2,2016,9928.050124730216,0.5,74,69505.4294794398,1,19,variable,high,0.07,0.025,high
688,2,1,2016,21682.305411836944,0.5,29,35308.15108431521,3,30,fixed,low,0.03,0.01,low
689,618,1,2023,2000.0,5.0,37,72315.57698175848,2,7,fixed,low,0.03,0.01,low
690,364,1,2024,24825.33709821185,5.25,66,85199.27004683176,3,17,fixed,low,0.03,0.01,low
691,72,2,2017,26603.430545626816,1.0,35,40144.696484963584,3,37,variable,high,0.07,0.025,high
692,427,1,2024,27475.461257864594,5.25,36,64992.68951577977,8,37,fixed,low,0.03,0.01,low
693,638,1,2018,16049.531478304325,2.0,41,48257.213360166745,7,4,fixed,low,0.03,0.01,low
694,170,1,2024,23090.46835024035,5.25,70,73696.8547466315,8,31,fixed,low,0.03,0.01,low
695,205,3,2022,34239.53845541167,3.0,56,68682.84440524432,1,8,indexed,medium,0.05,0.015,medium
696,825,2,2018,34137.696482912586,2.0,32,83992.84065567894,1,2,variable,high,0.07,0.025,high
697,337,3,2024,19708.273007734395,5.25,68,29310.397371894065,9,37,indexed,medium,0.05,0.015,medium
698,999,3,2024,21393.1963072956,5.25,40,82756.11645395742,1,13,indexed,medium,0.05,0.015,medium
699,472,2,2021,31109.11144734433,0.25,74,57415.094840949634,4,23,variable,high,0.07,0.025,high
700,195,3,2019,4991.979847378252,2.5,36,44695.55267990615,2,25,indexed,medium,0.05,0.015,medium
701,670,1,2023,16769.242573229756,5.0,67,41277.01421458183,5,6,fixed,low,0.03,0.01,low
702,653,1,2018,33355.70455536756,2.0,28,93431.65901488796,3,10,fixed,low,0.03,0.01,low
703,275,1,2017,29752.005416847664,1.0,55,48987.6294679574,9,7,fixed,low,0.03,0.01,low
704,7,1,2016,23692.637776499047,0.5,28,68662.31927746221,4,34,fixed,low,0.03,0.01,low
705,905,2,2015,4941.675946693795,0.25,66,52384.11137721581,4,22,variable,high,0.07,0.025,high
706,979,3,2020,19500.89766958838,0.25,52,58678.90002205045,2,7,indexed,medium,0.05,0.015,medium
707,566,3,2024,14100.846037500669,5.25,45,109789.22162521388,2,31,indexed,medium,0.05,0.015,medium
708,616,1,2016,23310.389028172136,0.5,38,63231.29011883711,1,6,fixed,low,0.03,0.01,low
709,854,1,2022,11906.533152051197,3.0,51,50667.45224881814,9,19,fixed,low,0.03,0.01,low
710,850,3,2020,9742.766050253926,0.25,37,63324.68263976243,5,31,indexed,medium,0.05,0.015,medium
711,573,2,2019,2000.0,2.5,40,69558.87754667814,5,2,variable,high,0.07,0.025,high
712,599,3,2016,32218.046849767015,0.5,29,70789.07884712263,7,7,indexed,medium,0.05,0.015,medium
713,770,1,2021,16002.294885569425,0.25,65,71895.29829553861,3,8,fixed,low,0.03,0.01,low
714,178,1,2016,21571.457837025344,0.5,59,88145.1795012989,8,20,fixed,low,0.03,0.01,low
715,242,2,2019,19977.61883525819,2.5,63,39893.87953037067,7,38,variable,high,0.07,0.025,high
716,203,3,2016,9325.660670395006,0.5,37,51817.66772689497,7,37,indexed,medium,0.05,0.015,medium
717,543,2,2024,7409.350885518066,5.25,50,67720.06629919601,9,34,variable,high,0.07,0.025,high
718,801,2,2016,9946.848740027644,0.5,71,51668.847403235945,2,7,variable,high,0.07,0.025,high
719,462,1,2021,12768.315611706072,0.25,39,39238.22992367426,3,24,fixed,low,0.03,0.01,low
720,80,3,2023,23666.06247013805,5.0,53,20967.856129196945,2,32,indexed,medium,0.05,0.015,medium
721,523,1,2019,12042.823364793885,2.5,32,49037.721035485505,5,11,fixed,low,0.03,0.01,low
722,417,3,2021,37464.90631594622,0.25,59,68734.87081566964,5,22,indexed,medium,0.05,0.015,medium
723,766,1,2018,30271.51035893151,2.0,38,30302.242035122254,6,1,fixed,low,0.03,0.01,low
724,384,1,2016,28083.595496657083,0.5,65,45205.663649948794,9,19,fixed,low,0.03,0.01,low
725,391,3,2017,18803.4109752685,1.0,26,98524.15125465154,3,9,indexed,medium,0.05,0.015,medium
726,896,3,2016,35142.80735720484,0.5,61,33618.72277030065,1,28,indexed,medium,0.05,0.015,medium
727,799,1,2019,17819.94368878876,2.5,67,53560.1494541281,2,25,fixed,low,0.03,0.01,low
728,688,3,2020,19687.38585845754,0.25,29,110487.93075646443,7,16,indexed,medium,0.05,0.015,medium
729,126,1,2021,21699.745397492694,0.25,44,59965.36603548786,4,9,fixed,low,0.03,0.01,low
730,494,3,2017,27018.230405433438,1.0,70,48770.71286262632,9,24,indexed,medium,0.05,0.015,medium
731,47,1,2018,26369.080790029853,2.0,74,36956.61240959962,3,28,fixed,low,0.03,0.01,low
732,718,1,2022,15248.747215553969,3.0,35,133154.03607998148,7,31,fixed,low,0.03,0.01,low
733,476,1,2018,14670.062805740463,2.0,28,57158.202498206694,3,10,fixed,low,0.03,0.01,low
734,949,2,2021,26399.029571520845,0.25,71,96599.1933950842,3,2,variable,high,0.07,0.025,high
735,619,3,2020,27152.365838912327,0.25,31,20000.0,1,16,indexed,medium,0.05,0.015,medium
736,464,1,2021,16066.488751771272,0.25,36,66838.10042530941,1,30,fixed,low,0.03,0.01,low
737,787,2,2015,4128.119303215461,0.25,36,56343.45378793412,9,6,variable,high,0.07,0.025,high
738,849,1,2017,17926.839039917555,1.0,43,32572.66263635235,1,34,fixed,low,0.03,0.01,low
739,123,2,2020,26235.257988258585,0.25,31,43875.63666381911,7,20,variable,high,0.07,0.025,high
740,474,1,2017,38054.168464197806,1.0,36,20000.0,3,11,fixed,low,0.03,0.01,low
741,134,1,2021,8020.42037659338,0.25,44,36129.154511299384,9,36,fixed,low,0.03,0.01,low
742,619,2,2023,15734.287471694264,5.0,31,20000.0,1,16,variable,high,0.07,0.025,high
743,817,2,2017,16105.964384746234,1.0,64,84233.36972021851,1,13,variable,high,0.07,0.025,high
744,841,3,2015,33558.053394315015,0.25,69,64506.63777495605,4,35,indexed,medium,0.05,0.015,medium
745,562,3,2024,19650.584995413672,5.25,25,58233.62242375436,1,36,indexed,medium,0.05,0.015,medium
746,849,2,2020,10926.734406277345,0.25,43,32572.66263635235,1,34,variable,high,0.07,0.025,high
747,607,3,2015,25586.952829218193,0.25,29,28599.534138409268,1,19,indexed,medium,0.05,0.015,medium
748,780,2,2015,15953.614799590536,0.25,45,43978.66019200352,2,10,variable,high,0.07,0.025,high
749,23,3,2022,7756.127266420455,3.0,68,62662.13804927926,8,31,indexed,medium,0.05,0.015,medium
750,566,1,2023,11072.266927238494,5.0,45,109789.22162521388,2,31,fixed,low,0.03,0.01,low
751,886,3,2016,37340.41954422619,0.5,44,71277.26337848708,5,13,indexed,medium,0.05,0.015,medium
752,766,1,2023,23842.092216494624,5.0,38,30302.242035122254,6,1,fixed,low,0.03,0.01,low
753,965,1,2019,21077.60055452543,2.5,69,57725.22853630722,8,3,fixed,low,0.03,0.01,low
754,235,3,2022,17501.06264187954,3.0,30,63177.54241982305,3,39,indexed,medium,0.05,0.015,medium
755,996,2,2021,22921.48842118799,0.25,67,55241.98496461649,4,21,variable,high,0.07,0.025,high
756,59,1,2021,22802.35946002494,0.25,27,58192.51937763117,7,2,fixed,low,0.03,0.01,low
757,164,1,2018,22921.68828207326,2.0,47,20479.991045583323,2,36,fixed,low,0.03,0.01,low
758,771,3,2016,21148.45090277753,0.5,49,76724.42157750005,5,10,indexed,medium,0.05,0.015,medium
759,826,2,2019,28687.983383055493,2.5,29,61185.88454144193,7,38,variable,high,0.07,0.025,high
760,216,2,2017,20231.04346000731,1.0,36,88403.53925386746,5,16,variable,high,0.07,0.025,high
761,183,3,2023,10220.611644473613,5.0,25,67210.30429888995,3,8,indexed,medium,0.05,0.015,medium
762,569,2,2020,13875.771090991318,0.25,46,92840.48430089891,4,24,variable,high,0.07,0.025,high
